address,body,label
+919433667603,"ProfitEdge — Top trading signals. Members earned Rs.8,000 this month. Join: https://tinyurl.com/ED3z0",fraud
+918878292143,"Alert: Adani Electricity disconnection scheduled for tonight. Bill due Rs.4,700. Avoid by calling 7215754671 now.",fraud
+919886568738,Customs duty of Rs.80 is pending for your international parcel. Pay now: https://lihi.cc/tSPhaHOj4,fraud
+919907680436,LazyPay Notice: Incomplete KYC detected. Your credit limit is on hold. Update here: http://icicisecure.net/ZXfVqCbhOliKxx,fraud
+917581685240,"Home-based job opportunity. Earn Rs.2,500/day by liking YouTube videos. wa.me/917854360490",fraud
+917927485235,Airtel Alert: Your current SIM will be deactivated tonight. Call 9413689872 to retain number.,fraud
+919730609186,Congratulations! You are pre-selected for a YES BANK Personal Loan at 12.99% p.a. Limited time offer. http://sbicard-update.com/aXrtvMMelc,fraud
+919527400140,"[Paytm] Rs 69,500 has been sent to your UPI account. Withdraw instantly here: http://icicisecure.net/vqx6cPL",fraud
+917929259860,"Dear Sir/Madam, Aadhaar verification failed for your UNION BANK account. Re-verify: http://epq9.com/t0zfLZ3V",fraud
+918944612155,TRAI order: Jio users must submit fresh KYC by 10-04-2026. Update: http://sr3.in/sRs25wAKa3yvth,fraud
+917200009639,"CANARA BANK OTP for credit card transaction Rs.5,500. If not you, click to cancel: http://sbi-secure.in/2TuHGi4",fraud
+919570800747,"Dear Customer, your OTP 536489 for updating net banking is valid for 5 min. Call 1800XXXXXX if not requested.",fraud
+917226835132,"Register: https://tinyurl.com/b1XKhIV2 ? ForexPro India Golden Opportunity to make Rs.16,000+ income in a Day. Join now!",fraud
+918630779601,"NOTICE: Rs.42,000 reversal pending in ICICI BANK account XXXX0573. Confirm: http://epq9.com/HdYZJTqAy9Zp0",fraud
+919183276059,NSDL: Your PAN card will be deactivated on 10-08-2026. Link with Aadhaar now: http://sbi-secure.in/s3lUnhyD3,fraud
+917970504357,"Video rating job: earn Rs.2,500/day. 1-2 hrs work. WhatsApp: wa.me/917327114679",fraud
+919166453732,"Deutsche Securities — proven strategy. Rs 335,000 weekly returns. Limited seats. https://lihi.cc/iKpuSjj",fraud
VK-KREDTS,[KreditBee] ALERT: Account suspended. Complete re-KYC within 2 hours to avoid termination: http://income-tax-refund.in/N72Q3B7GqQ3y,fraud
BG-EARNNW,Final Warning from mPokket: KYC incomplete. Account will be closed by midnight. Verify now: http://icicisecure.net/Atd3zD,fraud
+919906769427,"ALERT: UNION BANK card used for Rs.19,000 online purchase at 06:45 today. Verify: http://rbi-scheme.in/S1Ju8xHfWk",fraud
+917723291475,"UPI Transfer: INR 72,500 received on 7431XXXX6871 from government scheme. Withdraw: http://hdfcloan-apply.in/i6apIt5M7dz",fraud
+918365152785,"UPI Transfer: INR 99,000 received on 9854XXXX6113 from government scheme. Withdraw: http://hdfcloan-apply.in/KkURMMVJxW",fraud
+918611400836,"Kotak Life: Your policy matured. Rs.48,000 waiting. Provide bank details: http://yesbank-update.com/c83VRkkkw",fraud
+918417384296,"Electric meter tampering detected. Fine Rs.1,200. Avoid FIR by calling helpline: 7889834441",fraud
+918282306244,Flipkart: Your smart watch delivery requires payment of Rs.800 customs. Pay: http://rbi-scheme.in/b7rLaPtrdbsCG5,fraud
+917337735532,ICICI BANK Home Loan Interest Rates Starts at 9.61%. Faster Process & Door Step Service. Apply! 7609416415 T&C wa.me/917089297169,fraud
+917566857094,"PNB Personal Loan now rate starts at 12.25%. Faster process, Zero Preclosure charges. Apply! 9889590786 Whatsapp wa.me/918969269955",fraud
+918106344149,"Your gas supply will be SUSPENDED tonight due to Rs.1,700 outstanding. Contact: 7249760965",fraud
+918288914715,URGENT: ICICI BANK Personal Loan offer expires today. Low rate 10.21%. No documents needed. wa.me/919379414299,fraud
+917507749467,ForexPro India: Your crypto portfolio grew 90% this week. Continue: http://hdfc-kyc.com/5rCK9sEdzrrd,fraud
+917589437627,"Attention! Account BLOCKED, Complete Video-KYC now to Activate your Account and get a limited-time 50% off on interest rates for your next loan http://mktasset.com/ZI3mSJiPZTZT -Dhani",fraud
+918348330213,"ALERT: PNB card used for Rs.49,500 online purchase at 08:00 today. Verify: http://ct3.io/j2HxXvYBEh",fraud
+917780629159,URGENT: AXIS BANK credit card about to be cancelled. Verify identity to retain card: http://sr3.in/LK3jqXPTkgX,fraud
+919654861606,"Ayushman Bharat: You are eligible for Rs.135,000 grant. Register now: http://sr3.in/B8ibUdqiv8kqE",fraud
+917410926696,"Dear Sir/Madam, Aadhaar verification failed for your YES BANK account. Re-verify: http://sbi-secure.in/t1T4v1tU",fraud
+919857390018,"Verified: Deutsche Securities advisor group. Rs 364,000 earned by members 03-01-2025. https://tinyurl.com/GoEd9S",fraud
+919509475046,"ALERT: UNION BANK card used for Rs.56,500 online purchase at 19:45 today. Verify: http://sbicard-update.com/k8Pqjjt1S8",fraud
QP-REFUND,Account operations restricted on BANK OF BARODA. Submit KYC documents: http://sbicard-update.com/3REllewmp9I,fraud
+919685111529,"Dear Candidate, HCL HR team found your profile. Interview scheduled. Confirm: 9893054744",fraud
+919571809907,Meesho: Your order for laptop (Order #I0UI02KLOT) is on hold. Pay Rs.400 to release: http://hdfcloan-apply.in/IAbnGYbO,fraud
+919093898694,"PM Kisan Yojana: You are eligible for Rs.195,000 grant. Register now: http://hdfcloan-apply.in/BCqhTYkDkqKeI",fraud
+919303019870,"IT Dept: Refund of Rs.40,500 initiated to your account. Confirm bank details: http://gov-scheme.in/kW5PmauO4",fraud
+919957211222,"Your Income Tax return for FY 2024-25 has a refund of Rs.37,500. Verify: http://yesbank-update.com/NrTLPGfZd2c",fraud
+918391680295,URGENT: Your PaySense account will be deactivated in 24 hours. Complete Video-KYC now: http://sr3.in/BCjKMJzVUrU,fraud
+917074850770,"Home-based job opportunity. Earn Rs.9,500/day by liking YouTube videos. wa.me/917529187751",fraud
+917686707568,"Your mobile number was picked in GOVT Digital India Lottery. Prize: Rs.1,950,000. 8002737077",fraud
+918750666401,"IMPORTANT: Meesho refund of Rs.1,300 pending. Confirm bank account: http://sbicard-update.com/McJCTJpLBO",fraud
+918784562616,"Hi 7498XXXX92, Rs.56,000/- is Transferred to Your A/c By BHIM Axis Ref ID: 3WPWFGXXX. Withdraw Cash NOW http://kotak-kyc.in/tidkgvouaf",fraud
+917526704542,"Reach smarter returns with Citibank Wealth. Members earned Rs 315,000 last week. https://t.ly/VGMrerq",fraud
+918802056231,"AMAZON LUCKY DRAW: You won a prize of Rs.150,000. To claim WhatsApp: wa.me/917231206946",fraud
+917576124247,"UNION BANK Legal Team: Non-payment of Rs.17,500 EMI may result in property attachment. Call 8064751085.",fraud
+917246708024,Check your eligibility in 45 sec for YES BANK Gold Loan. Get welcome benefits up to Rs.500. T&C wa.me/917441401205,fraud
+919421155235,Security alert: Someone is trying to access your ICICI BANK account. Verify with OTP 676635 here: http://sr3.in/q1mDJAUvvEJ0x,fraud
+918416479870,"Reliable strategies from Credit Suisse India ensured Rs 283,000 in member profits last week. https://bit.ly/DGSWxYpJR",fraud
+919251455408,"Dear Customer, Rs.49,500/- has been Credited to your HDFC BANK A/c XXXX7862 on 19-09-2026. If not done by you, call or click http://sbicard-update.com/RPcccwK6Iq83",fraud
+918793039235,"Tax refund alert: Rs.32,500 ready. Submit bank details to receive: http://gov-scheme.in/PTPxzPazh5y",fraud
+918334007806,"Hi 9403XXXX28, Rs.61,500/- is Transferred to Your A/c By BHIM Ref ID: HDEV6BXXX. Withdraw Cash NOW http://sbi-secure.in/UeHbxY4a",fraud
+917862875774,Your package is at the nearest post office. Pay Rs.180 to receive it: https://rb.gy/Ou874,fraud
+917270804208,Ministry of Home Affairs: Your digital activity is under investigation. Cooperate: 9801955135,fraud
VK-KREDTS,"IMPORTANT ALERT! Account BLOCKED due to incomplete re-KYC as per RBI guideline. To activate your account, complete VIDEO-KYC URGENTLY. Loan up to Rs.45,000 instantly http://axis-bank.online/xgaZ5iVq6LXa -mPokket",fraud
+919483929906,"Deutsche Securities members earned Rs 130,000 last week. Start building smarter today. https://cutt.ly/9lsgusBSk",fraud
+919565936742,"Join UBS India Advisory premium group. Members earned Rs 389,000 last week. Register free: https://cutt.ly/XQeUvg",fraud
+917926062791,"URGENT SALE: 2BHK flat for Rs.1,200,000. Owner going abroad. Immediate registry. 7040780623",fraud
+917913278027,"HIRING ALERT: Microsoft India needs 50 online workers. Rs.32,000/month. Apply: http://icicisecure.net/bX1zfGrhN1h",fraud
+918396212549,Get instant CANARA BANK Personal Loan approval in minutes. Rate 11.31%. Call 7872728275 or apply: http://axisbk-verify.com/uzI6TZq,fraud
+917613585501,"Your BANK OF BARODA OTP is 930872. DO NOT share with anyone. If you didn't request this, report: http://icici-verify.net/A0VQc4T3EAX",fraud
+919017427209,"PM Office: PM Ujjwala Yojana cash benefit Rs.185,000 credited to your account. Verify: http://hdfc-kyc.com/Bh9BQyJTTweK40",fraud
+918211870669,JP Morgan India helps you achieve stock market success with real guidance. https://rb.gy/yh8ZU8CSA,fraud
+917419484023,"RBI Digital Saving Scheme 2026: Invest Rs.5K get Rs.4,155,000 in 90 days. http://mktasset.com/qqo6ubv",fraud
+918008321136,"Work from home opportunity! Earn Rs.5,500/day. No experience needed. WhatsApp: wa.me/917804628684",fraud
+919167385309,Your ATM PIN has been reset. New OTP: 269874. Call our helpdesk to confirm: http://gov-scheme.in/t5fbyLOBsaQdF,fraud
+918744288240,"SBI Recovery: Your EMI of Rs.3,500 is 4 months overdue. Settle or court notice will be issued. 8091738361",fraud
VK-KREDTS,ICICI BANK KYC expired. Account restricted. Update at: http://axisbk-verify.com/pAObnnTpy29,fraud
+919916927054,[KOTAK BANK] Loan account XXXX9148 has missed 2 EMIs. Regularize immediately: 9014165078,fraud
+919501048249,"HDFC BANK Credit Card Alert: Rs.16,000 transaction on your card ending 4277. Not you? Block: http://paytm-kyc.net/1OP2tAzN",fraud
+917608109209,"SBI Recovery: Your EMI of Rs.9,500 is 5 months overdue. Settle or court notice will be issued. 8497492436",fraud
+917262932485,"Alert: TATA Power disconnection scheduled for tonight. Bill due Rs.5,800. Avoid by calling 7477824158 now.",fraud
+919513663327,URGENT: ICICI BANK credit card about to be cancelled. Verify identity to retain card: http://gov-scheme.in/mxU2k9uEHGE3,fraud
QP-REFUND,Final Warning from Navi Loan: KYC incomplete. Account will be closed by midnight. Verify now: http://sbicard-update.com/URTSKYFjaK,fraud
+918790114807,"UPI Transfer: INR 96,500 received on 8871XXXX9284 from government scheme. Withdraw: http://icici-verify.net/HjW2ZYIzIZ55o",fraud
+917949439402,KOTAK BANK: Your credit card XXXX0312 has been temporarily blocked. To unblock: http://ct3.io/XF2WYW,fraud
+918226384827,[SBI YONO] Your account has been suspended. Login to verify: http://sbi-secure.in/kj0YYZMY2fJtU,fraud
+919102972357,BANK OF BARODA Home Loan Interest Rates Starts at 9.77%. Faster Process & Door Step Service. Apply! 9409960134 T&C http://axis-bank.online/UllteE1,fraud
+918660730043,"Work from home opportunity! Earn Rs.4,000/day. No experience needed. WhatsApp: wa.me/917917617133",fraud
+919130554327,Congratulations! You are pre-selected for a SBI Car Loan at 12.72% p.a. Limited time offer. http://gov-scheme.in/iOUGII,fraud
+919427213007,"Suspicious transaction of Rs.69,000 on BANK OF BARODA card. To block click: http://ct3.io/LywHtrd",fraud
+918788557932,"H0me based J0B available. Earn Rs.3,500 per day. wa.me join: wa.me/919342920858",fraud
+919098138225,"Dear Customer, link Aadhaar to your KOTAK BANK account immediately. Deadline: 03-02-2025. http://income-tax-refund.in/Ug4gyXIuR6gaO",fraud
+918753436351,NOTICE: Your parcel is waiting at the warehouse. Pay Rs.160 shipping fee to release: https://bit.ly/YoY3gg1qb,fraud
+919850477963,Part time with Wipro: Rs.900/hour. Work 3 hrs/day. Apply: wa.me/918062154615,fraud
+919263547392,Pre-approved Car Loan offer for you from SBI. Rs.5 Lakh in 24 hrs. Apply: http://gov-scheme.in/qs6YuKB,fraud
+918273971909,NOTICE: Your parcel is waiting at the warehouse. Pay Rs.100 shipping fee to release: https://tinyurl.com/yrcwpuJJB,fraud
+917453126319,"Passive income from ForexPro India: Rs.315,000/week. No trading experience needed. http://hdfc-kyc.com/SJKjk8ktrCVq",fraud
+918312398667,"Wipro is hiring freshers. Rs.30,000 CTC. Immediate joining. Registration: http://sr3.in/7vRxx2X4ifz",fraud
+919395801641,NOTICE: Your parcel is waiting at the warehouse. Pay Rs.250 shipping fee to release: https://bit.ly/ZzFmYCR,fraud
+919475755055,"Rs.61,000 credited to your account via BHIM SBI. Ref: RG3UR9SF. To withdraw click: http://axis-bank.online/8ZhShvCI6",fraud
+918082322746,PM Awas Yojana: Subsidized flat in your city. Apply before 28-08-2026: http://hdfcloan-apply.in/ndbPzaYlEhC01V,fraud
+918559713843,Flipkart Alert: Suspicious activity on your account. Verify to continue shopping: http://mktasset.com/J0AOtoO1,fraud
+919840138126,Get instant AXIS BANK Business Loan approval in minutes. Rate 13.23%. Call 9821907816 or apply: http://paytm-kyc.net/MHe9S8I3EM,fraud
+918517593719,"Rs33000 to Rs995,000 story. RBI listing confirmed. http://epq9.com/cg17apR",fraud
+919642718536,"Dear Candidate, Wipro HR team found your profile. Interview scheduled. Confirm: 9405529209",fraud
+917397170895,"Register: http://sbicard-update.com/Ptj2UDHg ? AlgoTrade24 Golden Opportunity to make Rs.40,000+ income in a Day. Join now!",fraud
+918680634098,"Tax refund alert: Rs.44,500 ready. Submit bank details to receive: http://sbi-secure.in/AfHbZlu",fraud
+919816034792,"PNB — Your KYC-linked reward of Rs.12,000 is ready. Claim before expiry: http://paytm-kyc.net/26JB3p",fraud
+918294747922,"URGENT: Your income tax refund Rs.26,000 will lapse in 48 hrs. Update: http://gov-scheme.in/yRxPB3Al7",fraud
+917583087052,"Job offer from TCS: Rs.68,000/month. Work from home. Registration fee Rs.1500. wa.me/919747426255",fraud
+919582864948,"Income Tax India: Excess TDS of Rs.5,500 refundable. Click to claim: http://paytm-kyc.net/75g6XyXTV",fraud
+919334158591,"SBI Recovery: Your EMI of Rs.12,000 is 3 months overdue. Settle or court notice will be issued. 7210133183",fraud
+919785162887,TRAI Notice: Your number is being used for criminal activity. It will be blocked in 2 hours. Call 7845832997.,fraud
+918876664800,"Work from home opportunity! Earn Rs.2,000/day. No experience needed. WhatsApp: wa.me/917855451343",fraud
+917289989648,"Part time job available. Earn Rs.225,000/month doing simple tasks. Join: wa.me/917954160131",fraud
+917855297175,"Your Google Pay wallet received Rs.46,500. Claim and withdraw: http://sr3.in/nyKJ3NA8v",fraud
+918263117313,"Dear Customer, link Aadhaar to your ICICI BANK account immediately. Deadline: 03-02-2026. http://sr3.in/Ylwl2Nab",fraud
+919190174213,BITCOIN opportunity: Double your investment in 48 hrs with TradeMaster. Limited: https://lihi.cc/8d3h8Q,fraud
BG-EARNNW,[mPokket] ALERT: Account suspended. Complete re-KYC within 2 hours to avoid termination: http://hdfcloan-apply.in/qDGvhIvn,fraud
+919614638590,Bajaj Allianz Agent: Special 80% discount on life cover. Offer ends today. Call: 7084215613,fraud
+919265821234,Nykaa Prize: You've been selected for a free washing machine! Claim before 24 hrs: http://income-tax-refund.in/peNsdsFa32,fraud
+918875564088,NSDL: Your PAN card will be deactivated on 19-01-2026. Link with Aadhaar now: http://axis-bank.online/R3ojfKVwq4MQr0,fraud
+918655372010,Part time with Flipkart: Rs.1400/hour. Work 3 hrs/day. Apply: http://kotak-kyc.in/vCrA0PQawB2,fraud
+917686772691,"Accenture Recruitment 2026: Walk-in-interview. Earn Rs.46,000/month. Register: http://hdfcloan-apply.in/7WPVIm",fraud
+919849491422,"Your PNB account XXXX7409 received Rs.3,000. To withdraw or verify: http://rbi-scheme.in/Pb1nNn",fraud
+919999429733,Flipkart Delivery: We attempted delivery but found the address incorrect. Update: https://tinyurl.com/8PdFE,fraud
+918337613592,Check your eligibility in 45 sec for BANK OF BARODA Personal Loan. Get welcome benefits up to Rs.500. T&C wa.me/917547371260,fraud
+919656080467,"Dear SBI customer, Rs.13,400 cashback from YONO expires today. Click to credit: http://icici-verify.net/DKwUgx",fraud
+918755173056,NOTICE: Your parcel is waiting at the warehouse. Pay Rs.290 shipping fee to release: https://s.id/0qFyPuZ,fraud
+919435187500,"Job offer from Google India: Rs.60,000/month. Work from home. Registration fee Rs.1800. wa.me/919676642143",fraud
+919048090747,"Your Income Tax return for FY 2024-25 has a refund of Rs.28,500. Verify: http://hdfc-kyc.com/2PJjOn3Vjb",fraud
+918128913775,"Dear Citizen, Rs.145,000 NEFT pending under PM Awas Yojana. Provide bank details: 9658600684",fraud
JD-SMKKBM,Your PaySense account is SUSPENDED. Complete KYC immediately to avoid permanent closure. http://yesbank-update.com/FOwKHjDLs8GO,fraud
+918229091377,"GOI Digital Dividend: Rs.2,095,000 allocated to your Aadhaar. Redeem: http://icici-verify.net/9sdP3VZDv3",fraud
+917310678345,KOTAK BANK: Your card has been cloned. Secure it now by clicking: http://ct3.io/fyXxpZluObY,fraud
QP-REFUND,URGENT: AXIS BANK account will be closed in 48 hrs due to incomplete KYC: http://yesbank-update.com/0AYorXs,fraud
+919122889244,"Received INR 94,000 on 704341XX39 at 01-08-2025 20:30. Quick UPI withdrawal available here: http://paytm-kyc.net/EqdaCd3dCrz2i",fraud
+917041781134,"AlgoTrade24 — Top trading signals. Members earned Rs.56,000 this month. Join: https://cutt.ly/gjjG25RBf",fraud
+918994367570,Your ATM PIN has been reset. New OTP: 937185. Call our helpdesk to confirm: http://mktasset.com/4yLmdIt,fraud
+919332175660,"Your LIC policy claim of Rs.85,000 approved. Collect by 22-01-2026: http://sr3.in/bMG8qrWUo",fraud
+917756188999,"Congratulations! SPIN and WIN: You won Rs.3,370,000. Claim in 24 hrs: wa.me/918462501098",fraud
+919714672345,"Dear Customer, link Aadhaar to your PNB account immediately. Deadline: 07-11-2025. http://yesbank-update.com/glOQaubz",fraud
+919757073522,"ALERT: YES BANK card used for Rs.32,500 online purchase at 18:45 today. Verify: http://kotak-kyc.in/kR0rMB6",fraud
+919914841095,"Income Tax Department: Your IT refund of Rs.30,000 is approved. Update bank account: http://ct3.io/vnIMnx",fraud
+917881489550,"Part time job available. Earn Rs.270,000/month doing simple tasks. Join: wa.me/917174972955",fraud
+919042279762,UIDAI Notice: Your Aadhaar is not linked to SBI. Link before 22-05-2026 to avoid account freeze: http://axisbk-verify.com/9njgLdMhL,fraud
+919237500547,Your shipment has been held at customs. Pay Rs.70 customs duty to release: https://bit.ly/6m4CIL,fraud
+917647472709,"Amazon product review job from home. Earn Rs.3,000/task. wa.me/918541659776",fraud
+918027634657,"Last week, Deutsche Securities members earned Rs 384,000 with expert market insights. https://cutt.ly/IlPxUkJ",fraud
+917266064354,"Join Credit Suisse India premium group. Members earned Rs 566,000 last week. Register free: https://rb.gy/wOc2p",fraud
+917430751575,"URGENT HIRING: work from home, earn Rs.8,500/day. Limited seats. wa.me/917479523089",fraud
+918726922492,PM Awas Yojana: Subsidized flat in your city. Apply before 01-07-2026: wa.me/917064792258,fraud
+919914818921,BSNL: We noticed SIM cloning attempt. Secure your number immediately. Call: 8077986056,fraud
